customerID,gender,SeniorCitizen,tenure,MonthlyCharges,Churn,revenue_segment,tenure_segment,churn_segment
1784-EZDKJ,Male,0,51,106.8,NO,1,Loyal,"Low Risk"
4119-ZYPZY,Male,1,71,106.8,NO,1,Loyal,"Low Risk"
9572-MTILT,Male,0,59,106.75,YES,1,Loyal,"High Risk"
9558-IHEZX,Female,0,71,106.75,NO,1,Loyal,"Low Risk"
9710-ZUSHQ,Female,1,37,106.75,YES,1,Loyal,"High Risk"
9959-WOFKT,Male,0,71,106.7,NO,1,Loyal,"Low Risk"
2027-FECZV,Male,0,12,106.7,YES,1,Established,"High Risk"
5055-BRMNE,Female,0,67,106.7,NO,1,Loyal,"Low Risk"
1169-SAOCL,Male,0,49,106.65,NO,1,Loyal,"Low Risk"
5855-EIBDE,Female,0,49,106.65,NO,1,Loyal,"Low Risk"
6591-QGOYB,Male,0,17,106.65,NO,1,Established,"Low Risk"
6804-GDMOI,Female,0,61,106.6,YES,1,Loyal,"High Risk"
7825-ECJRF,Female,0,19,106.6,YES,1,Established,"High Risk"
4010-YLMVT,Female,0,56,106.6,NO,1,Loyal,"Low Risk"
6465-GSRCL,Female,0,67,106.6,NO,1,Loyal,"Low Risk"
8849-GYOKR,Female,0,54,106.55,YES,1,Loyal,"High Risk"
9822-WMWVG,Female,0,41,106.5,NO,1,Loyal,"Low Risk"
3692-JHONH,Female,1,52,106.5,NO,1,Loyal,"Low Risk"
6050-IJRHS,Female,0,70,106.5,NO,1,Loyal,"Low Risk"
5748-RNCJT,Male,0,69,106.5,YES,1,Loyal,"High Risk"
1502-XFCVR,Female,0,58,106.45,YES,1,Loyal,"High Risk"
8535-SFUTN,Male,0,61,106.45,NO,1,Loyal,"Low Risk"
1552-AAGRX,Female,0,30,106.4,NO,1,Established,"Low Risk"
8118-LSUEL,Male,1,23,106.4,YES,1,Established,"High Risk"
8938-UMKPI,Female,0,47,106.4,YES,1,Loyal,"High Risk"
7718-UPSKJ,Female,0,69,106.4,NO,1,Loyal,"Low Risk"
7048-GXDAY,Male,0,39,106.4,NO,1,Loyal,"Low Risk"
5380-WJKOV,Male,0,34,106.35,YES,1,Established,"High Risk"
4220-TINQT,Female,0,61,106.35,NO,1,Loyal,"Low Risk"
3757-NJYBX,Male,1,32,106.35,YES,1,Established,"High Risk"
5630-IXDXV,Female,0,47,106.35,NO,1,Loyal,"Low Risk"
5161-UBZXI,Male,0,69,106.35,NO,1,Loyal,"Low Risk"
0337-CNPZE,Female,0,41,106.3,YES,1,Loyal,"High Risk"
3374-TTZTK,Male,0,52,106.3,NO,1,Loyal,"Low Risk"
8107-RZLNV,Male,0,72,106.3,NO,1,Loyal,"Low Risk"
7067-KSAZT,Female,1,65,106.25,YES,1,Loyal,"High Risk"
1548-FEHVL,Male,0,61,106.2,NO,1,Loyal,"Low Risk"
6377-WHAOX,Female,0,60,106.15,NO,1,Loyal,"Low Risk"
3957-LXOLK,Female,1,28,106.15,YES,1,Established,"High Risk"
6994-FGRHH,Male,0,70,106.15,NO,1,Loyal,"Low Risk"
9912-OMZDS,Female,0,59,106.15,NO,1,Loyal,"Low Risk"
7599-FKVXZ,Male,0,42,106.15,YES,1,Loyal,"High Risk"
3865-YIOTT,Male,0,72,106.1,NO,1,Loyal,"Low Risk"
9651-GTSAQ,Female,0,53,106.1,YES,1,Loyal,"High Risk"
1899-VXWXM,Male,0,48,106.1,YES,1,Loyal,"High Risk"
5668-MEISB,Female,0,72,106.1,NO,1,Loyal,"Low Risk"
3325-FUYCG,Male,0,28,106.1,YES,1,Established,"High Risk"
1452-UZOSF,Male,0,72,106.1,NO,1,Loyal,"Low Risk"
1309-BXVOQ,Male,0,21,106.1,YES,1,Established,"High Risk"
4393-RYCRE,Male,0,44,106.05,NO,1,Loyal,"Low Risk"
7762-URZQH,Male,0,66,106.05,YES,1,Loyal,"High Risk"
1621-YNCJH,Female,0,36,106.05,NO,1,Established,"Low Risk"
5804-HYIEZ,Male,0,70,106.05,NO,1,Loyal,"Low Risk"
1017-FBQMM,Female,0,62,106.05,NO,1,Loyal,"Low Risk"
5469-CTCWN,Male,0,61,106,YES,1,Loyal,"High Risk"
5056-FIMPT,Female,0,43,106,NO,1,Loyal,"Low Risk"
8564-LDKFL,Male,0,40,106,NO,1,Loyal,"Low Risk"
8651-ENBZX,Female,1,60,106,YES,1,Loyal,"High Risk"
3259-FDWOY,Male,0,71,106,YES,1,Loyal,"High Risk"
0691-NIKRI,Female,0,40,105.95,NO,1,Loyal,"Low Risk"
1113-IUJYX,Female,0,14,105.95,YES,1,Established,"High Risk"
1228-FZFRV,Male,0,50,105.95,YES,1,Loyal,"High Risk"
5130-IEKQT,Male,1,25,105.95,YES,1,Established,"High Risk"
6425-YQLLO,Female,1,66,105.95,YES,1,Loyal,"High Risk"
7752-XUSCI,Female,0,60,105.9,YES,1,Loyal,"High Risk"
2172-EJXVF,Female,1,71,105.9,NO,1,Loyal,"Low Risk"
5647-FXOTP,Female,1,60,105.9,NO,1,Loyal,"Low Risk"
1400-MMYXY,Male,1,3,105.9,YES,1,New,"High Risk"
8777-MBMTS,Female,1,65,105.85,NO,1,Loyal,"Low Risk"
4525-VZCZG,Male,0,54,105.85,NO,1,Loyal,"Low Risk"
2249-YPRNG,Female,0,20,105.85,YES,1,Established,"High Risk"
1104-TNLZA,Male,1,28,105.8,NO,1,Established,"Low Risk"
8999-XXGNS,Female,1,72,105.75,NO,1,Loyal,"Low Risk"
3858-XHYJO,Female,0,40,105.75,NO,1,Loyal,"Low Risk"
2056-EVGZL,Male,0,68,105.75,NO,1,Loyal,"Low Risk"
0308-GIQJT,Male,1,71,105.75,NO,1,Loyal,"Low Risk"
6900-PXRMS,Male,1,26,105.75,YES,1,Established,"High Risk"
5569-IDSEY,Male,0,71,105.7,NO,1,Loyal,"Low Risk"
8868-WOZGU,Male,0,28,105.7,YES,1,Established,"High Risk"
1421-HCERK,Male,1,30,105.7,NO,1,Established,"Low Risk"
4753-PADAS,Female,0,67,105.7,NO,1,Loyal,"Low Risk"
2722-VOJQL,Male,0,64,105.65,YES,1,Loyal,"High Risk"
3186-AJIEK,Male,0,66,105.65,NO,1,Loyal,"Low Risk"
8111-SLLHI,Male,1,39,105.65,YES,1,Loyal,"High Risk"
0266-CLZKZ,Female,0,67,105.65,NO,1,Loyal,"Low Risk"
3932-CMDTD,Female,0,4,105.65,YES,1,New,"High Risk"
5285-MVEHD,Female,0,56,105.6,NO,1,Loyal,"Low Risk"
5897-ZYEKH,Female,1,67,105.6,NO,1,Loyal,"Low Risk"
0853-TWRVK,Male,0,72,105.6,NO,1,Loyal,"Low Risk"
3363-DTIVD,Male,0,71,105.55,NO,1,Loyal,"Low Risk"
0678-RLHVP,Female,0,53,105.55,NO,1,Loyal,"Low Risk"
4446-BZKHU,Male,0,61,105.55,YES,1,Loyal,"High Risk"
0401-WDBXM,Male,0,72,105.55,NO,1,Loyal,"Low Risk"
4323-OHFOW,Female,1,70,105.55,NO,1,Loyal,"Low Risk"
5339-TJFEK,Male,0,62,105.5,NO,1,Loyal,"Low Risk"
3389-YGYAI,Female,1,8,105.5,YES,1,New,"High Risk"
0193-ESZXP,Female,1,58,105.5,YES,1,Loyal,"High Risk"
5129-JLPIS,Male,0,25,105.5,NO,1,Established,"Low Risk"
1090-ESELR,Male,0,72,105.5,NO,1,Loyal,"Low Risk"
7207-RMRDB,Female,0,65,105.5,YES,1,Loyal,"High Risk"
4389-UEFCZ,Female,0,72,105.5,NO,1,Loyal,"Low Risk"
8677-HDZEE,Female,0,56,105.45,NO,1,Loyal,"Low Risk"
0479-HMSWA,Female,0,26,105.45,NO,1,Established,"Low Risk"
5174-ITUMV,Male,0,67,105.4,NO,1,Loyal,"Low Risk"
6048-UWKAL,Female,1,69,105.4,NO,1,Loyal,"Low Risk"
1060-ENTOF,Female,1,67,105.4,NO,1,Loyal,"Low Risk"
4191-XOVOM,Male,0,63,105.4,NO,1,Loyal,"Low Risk"
7055-VKGDA,Male,0,54,105.4,YES,1,Loyal,"High Risk"
9586-JGQKH,Female,0,64,105.4,NO,1,Loyal,"Low Risk"
2697-NQBPF,Male,0,34,105.35,NO,1,Established,"Low Risk"
0899-WZRSD,Male,0,56,105.35,NO,1,Loyal,"Low Risk"
1576-PFZIW,Male,1,70,105.35,NO,1,Loyal,"Low Risk"
2133-TSRRM,Female,0,34,105.35,NO,1,Established,"Low Risk"
5947-SGKCL,Female,0,15,105.35,NO,1,Established,"Low Risk"
6050-FFXES,Female,0,69,105.35,NO,1,Loyal,"Low Risk"
8059-UDZFY,Female,1,33,105.35,NO,1,Established,"Low Risk"
5052-PNLOS,Male,0,3,105.35,YES,1,New,"High Risk"
6734-GMPVK,Male,0,5,105.3,NO,1,New,"Medium Risk"
7145-FEJWU,Female,0,12,105.3,NO,1,Established,"Low Risk"
4587-VVTOX,Female,0,6,105.3,YES,1,New,"High Risk"
9090-SGQXL,Male,1,68,105.3,YES,1,Loyal,"High Risk"
4043-MKDTV,Male,0,71,105.25,NO,1,Loyal,"Low Risk"
5965-GGPRW,Male,0,72,105.25,NO,1,Loyal,"Low Risk"
4378-MYPGO,Male,0,68,105.25,NO,1,Loyal,"Low Risk"
8984-EYLLL,Male,0,64,105.25,NO,1,Loyal,"Low Risk"
3419-SNJJD,Female,1,65,105.25,YES,1,Loyal,"High Risk"
6891-JPYFF,Female,0,48,105.25,NO,1,Loyal,"Low Risk"
3567-PQTSO,Male,0,53,105.25,NO,1,Loyal,"Low Risk"
7722-CVFXN,Male,0,54,105.2,NO,1,Loyal,"Low Risk"
7789-HKSBS,Female,1,42,105.2,NO,1,Loyal,"Low Risk"
5440-VHLUL,Male,0,69,105.2,NO,1,Loyal,"Low Risk"
2165-VOEGB,Female,0,46,105.2,YES,1,Loyal,"High Risk"
1469-LBJQJ,Female,0,66,105.2,NO,1,Loyal,"Low Risk"
1448-CYWKC,Female,0,58,105.2,NO,1,Loyal,"Low Risk"
9661-ACXBS,Female,0,42,105.2,YES,1,Loyal,"High Risk"
5360-LJCNJ,Female,0,71,105.15,NO,1,Loyal,"Low Risk"
9408-HRXRK,Female,0,45,105.15,NO,1,Loyal,"Low Risk"
2806-MLNTI,Male,1,52,105.1,NO,1,Loyal,"Low Risk"
0207-MDKNV,Female,0,15,105.1,YES,1,Established,"High Risk"
2874-YXVVA,Female,0,34,105.1,NO,1,Established,"Low Risk"
5118-MUEYH,Female,0,48,105.1,NO,1,Loyal,"Low Risk"
5287-QWLKY,Male,1,71,105.1,YES,1,Loyal,"High Risk"
3197-NNYNB,Male,0,65,105.1,NO,1,Loyal,"Low Risk"
1090-PYKCI,Female,0,69,105.1,NO,1,Loyal,"Low Risk"
7544-ZVIKX,Male,0,58,105.05,NO,1,Loyal,"Low Risk"
5055-MGMGF,Female,0,65,105.05,NO,1,Loyal,"Low Risk"
6734-FQAJX,Male,1,67,105.05,NO,1,Loyal,"Low Risk"
4484-GLZOU,Female,0,52,105.05,YES,1,Loyal,"High Risk"
2560-PPCHE,Female,0,65,105.05,NO,1,Loyal,"Low Risk"
7516-GMHUV,Male,1,50,105.05,NO,1,Loyal,"Low Risk"
3197-ARFOY,Female,1,19,105,NO,1,Established,"Low Risk"
0392-BZIUW,Female,0,72,105,NO,1,Loyal,"Low Risk"
3838-OZURD,Male,0,66,105,YES,1,Loyal,"High Risk"
6769-DCQLI,Male,0,52,105,YES,1,Loyal,"High Risk"
6837-HAEVO,Male,0,69,105,NO,1,Loyal,"Low Risk"
5985-BEHZK,Female,1,72,105,NO,1,Loyal,"Low Risk"
6496-SLWHQ,Male,1,3,105,YES,1,New,"High Risk"
6518-LGAOV,Female,0,38,105,YES,1,Loyal,"High Risk"
2786-GCDPI,Female,1,50,104.95,NO,1,Loyal,"Low Risk"
7203-OYKCT,Male,0,72,104.95,NO,1,Loyal,"Low Risk"
9601-BRXPO,Female,0,25,104.95,YES,1,Established,"High Risk"
3170-GWYKC,Female,0,60,104.95,NO,1,Loyal,"Low Risk"
4815-YOSUK,Male,0,72,104.9,NO,1,Loyal,"Low Risk"
3001-CBHLQ,Male,1,32,104.9,YES,1,Established,"High Risk"
2883-ILGWO,Male,1,57,104.9,NO,1,Loyal,"Low Risk"
2984-TBYKU,Male,0,72,104.9,NO,1,Loyal,"Low Risk"
2664-XJZNO,Male,0,72,104.9,NO,1,Loyal,"Low Risk"
5553-AOINX,Female,1,66,104.9,NO,1,Loyal,"Low Risk"
0471-ARVMX,Female,1,62,104.85,NO,1,Loyal,"Low Risk"
6807-SIWJI,Male,0,38,104.85,NO,1,Loyal,"Low Risk"
9221-OTIVJ,Female,1,14,104.85,YES,1,Established,"High Risk"
7892-POOKP,Female,0,28,104.8,YES,1,Established,"High Risk"
3552-CTCYF,Male,0,63,104.8,NO,1,Loyal,"Low Risk"
9412-GHEEC,Male,0,40,104.8,YES,1,Loyal,"High Risk"
0100-DUVFC,Male,1,70,104.8,NO,1,Loyal,"Low Risk"
5286-YHCVC,Male,0,72,104.8,NO,1,Loyal,"Low Risk"
4480-MBMLB,Female,0,36,104.8,NO,1,Established,"Low Risk"
6661-HBGWL,Female,1,42,104.75,YES,1,Loyal,"High Risk"
5193-QLVZB,Male,0,63,104.75,NO,1,Loyal,"Low Risk"
4612-THJBS,Female,1,56,104.75,YES,1,Loyal,"High Risk"
4840-ORQXB,Female,1,56,104.75,NO,1,Loyal,"Low Risk"
9851-QXEEQ,Male,0,41,104.7,YES,1,Loyal,"High Risk"
2001-EWBQU,Female,0,60,104.7,NO,1,Loyal,"Low Risk"
2359-QWQUL,Female,0,39,104.7,YES,1,Loyal,"High Risk"
8634-CILSZ,Male,0,69,104.7,YES,1,Loyal,"High Risk"
3685-YLCMQ,Male,0,58,104.65,YES,1,Loyal,"High Risk"
8329-UTMVM,Male,1,27,104.65,NO,1,Established,"Low Risk"
3324-OIRTO,Male,0,71,104.65,NO,1,Loyal,"Low Risk"
5074-FBGHB,Male,0,64,104.65,NO,1,Loyal,"Low Risk"
8625-AZYZY,Male,0,24,104.65,YES,1,Established,"High Risk"
6680-NENYN,Female,0,43,104.6,YES,1,Loyal,"High Risk"
6797-UCJHZ,Female,1,66,104.6,NO,1,Loyal,"Low Risk"
8466-PZBLH,Male,0,67,104.6,NO,1,Loyal,"Low Risk"
9927-DSWDF,Male,0,22,104.6,NO,1,Established,"Low Risk"
6408-OTUBZ,Female,0,66,104.55,NO,1,Loyal,"Low Risk"
4913-EHYUI,Male,1,56,104.55,YES,1,Loyal,"High Risk"
5149-TGWDZ,Female,0,21,104.55,NO,1,Established,"Low Risk"
5370-IIVVL,Male,0,37,104.5,NO,1,Loyal,"Low Risk"
8552-OBVRU,Female,1,48,104.5,NO,1,Loyal,"Low Risk"
8123-QBNAZ,Female,0,36,104.5,NO,1,Established,"Low Risk"
6771-XWBDM,Female,0,57,104.5,YES,1,Loyal,"High Risk"
0565-JUPYD,Male,0,63,104.5,NO,1,Loyal,"Low Risk"
0093-XWZFY,Male,0,40,104.5,YES,1,Loyal,"High Risk"
5995-SNNEW,Male,1,23,104.45,NO,1,Established,"Low Risk"
5376-PCKNB,Male,0,72,104.45,NO,1,Loyal,"Low Risk"
8952-WCVCD,Female,0,41,104.45,NO,1,Loyal,"Low Risk"
3597-YASZG,Female,1,70,104.45,NO,1,Loyal,"Low Risk"
5732-IKGQH,Male,1,52,104.45,NO,1,Loyal,"Low Risk"
8818-DOPVL,Female,1,46,104.45,NO,1,Loyal,"Low Risk"
1875-QIVME,Female,0,2,104.4,YES,1,New,"High Risk"
4423-YLHDV,Female,0,21,104.4,YES,1,Established,"High Risk"
7940-UQQUG,Female,0,64,104.4,NO,1,Loyal,"Low Risk"
5802-ADBRC,Female,0,50,104.4,NO,1,Loyal,"Low Risk"
5219-YIPTK,Female,0,33,104.4,YES,1,Established,"High Risk"
5923-GXUOC,Male,0,10,104.4,YES,1,New,"High Risk"
7124-UGSUR,Female,1,61,104.4,YES,1,Loyal,"High Risk"
2080-CAZNM,Female,1,41,104.4,NO,1,Loyal,"Low Risk"
0654-HMSHN,Male,0,21,104.4,YES,1,Established,"High Risk"
2324-EFHVG,Male,0,64,104.4,NO,1,Loyal,"Low Risk"
6603-QWSPR,Female,0,46,104.4,NO,1,Loyal,"Low Risk"
5956-YHHRX,Male,1,21,104.35,NO,1,Established,"Low Risk"
2378-VTKDH,Male,1,65,104.35,NO,1,Loyal,"Low Risk"
2519-LBNQL,Male,1,60,104.35,NO,1,Loyal,"Low Risk"
1550-EENBN,Female,0,31,104.35,NO,1,Established,"Low Risk"
9154-QDGTH,Male,0,43,104.3,NO,1,Loyal,"Low Risk"
0895-DQHEW,Male,0,54,104.3,YES,1,Loyal,"High Risk"
6616-AALSR,Female,0,65,104.3,NO,1,Loyal,"Low Risk"
3096-JRDSO,Female,1,27,104.3,YES,1,Established,"High Risk"
7208-PSIHR,Female,0,70,104.3,NO,1,Loyal,"Low Risk"
6341-AEVKX,Female,0,62,104.3,NO,1,Loyal,"Low Risk"
2360-RDGRO,Male,0,65,104.25,NO,1,Loyal,"Low Risk"
6892-XPFPU,Male,1,24,104.25,YES,1,Established,"High Risk"
9821-BESNZ,Male,0,66,104.25,NO,1,Loyal,"Low Risk"
9874-QLCLH,Female,0,17,104.2,YES,1,Established,"High Risk"
5385-SUIRI,Male,1,52,104.2,YES,1,Loyal,"High Risk"
4077-CROMM,Female,0,31,104.2,YES,1,Established,"High Risk"
5716-LIBJC,Female,0,13,104.15,NO,1,Established,"Low Risk"
6257-DTAYD,Male,0,71,104.15,NO,1,Loyal,"Low Risk"
6728-DKUCO,Female,0,72,104.15,NO,1,Loyal,"Low Risk"
8313-NDOIA,Female,0,24,104.15,NO,1,Established,"Low Risk"
9168-INPSZ,Female,1,44,104.15,NO,1,Loyal,"Low Risk"
0917-EZOLA,Male,1,72,104.15,YES,1,Loyal,"High Risk"
4088-YLDSU,Male,0,55,104.15,YES,1,Loyal,"High Risk"
6353-BRMMA,Female,0,54,104.1,NO,1,Loyal,"Low Risk"
5678-VFNEQ,Female,0,71,104.1,NO,1,Loyal,"Low Risk"
6374-NTQLP,Male,1,72,104.1,NO,1,Loyal,"Low Risk"
7694-VLBWQ,Male,0,67,104.1,YES,1,Loyal,"High Risk"
0960-HUWBM,Male,0,65,104.1,NO,1,Loyal,"Low Risk"
2107-FBPTK,Female,1,30,104.1,NO,1,Established,"Low Risk"
2369-UAPKZ,Male,0,5,104.1,YES,1,New,"High Risk"
3384-CTMSF,Male,0,47,104.1,NO,1,Loyal,"Low Risk"
6305-YLBMM,Male,0,69,104.05,YES,1,Loyal,"High Risk"
0868-VJRDR,Male,0,64,104.05,NO,1,Loyal,"Low Risk"
2927-CVULT,Female,0,53,104.05,NO,1,Loyal,"Low Risk"
4391-RESHN,Male,0,23,104.05,YES,1,Established,"High Risk"
2325-WINES,Female,0,32,104.05,NO,1,Established,"Low Risk"
5293-WXJAK,Female,1,11,104.05,YES,1,New,"High Risk"
8089-UZWLX,Female,1,71,104.05,NO,1,Loyal,"Low Risk"
3763-GCZHZ,Male,0,66,104.05,YES,1,Loyal,"High Risk"
7572-KPVKK,Male,0,62,104.05,NO,1,Loyal,"Low Risk"
4853-RULSV,Male,0,70,104,YES,1,Loyal,"High Risk"
7036-TYDEC,Female,0,69,104,NO,1,Loyal,"Low Risk"
2252-JHJGE,Male,0,61,104,NO,1,Loyal,"Low Risk"
4129-LYCOI,Female,0,67,104,NO,1,Loyal,"Low Risk"
5502-RLUYV,Female,0,69,103.95,YES,1,Loyal,"High Risk"
7663-YJHSN,Female,0,72,103.95,NO,1,Loyal,"Low Risk"
3001-UNBTL,Male,1,29,103.95,NO,1,Established,"Low Risk"
0877-SDMBN,Female,0,54,103.95,YES,1,Loyal,"High Risk"
9958-MEKUC,Male,0,72,103.95,NO,1,Loyal,"Low Risk"
8033-VCZGH,Male,0,50,103.95,NO,1,Loyal,"Low Risk"
4488-KQFDT,Female,0,61,103.95,NO,1,Loyal,"Low Risk"
8433-WPJTV,Female,1,65,103.9,NO,1,Loyal,"Low Risk"
5519-YLDGW,Female,0,21,103.9,YES,1,Established,"High Risk"
2830-LEWOA,Male,0,61,103.9,NO,1,Loyal,"Low Risk"
6646-VRFOL,Male,1,53,103.85,YES,1,Loyal,"High Risk"
3804-RVTGV,Male,0,50,103.85,YES,1,Loyal,"High Risk"
2038-LLMLM,Female,0,48,103.85,NO,1,Loyal,"Low Risk"
7181-OQCUT,Male,0,21,103.85,NO,1,Established,"Low Risk"
9919-YLNNG,Female,0,42,103.8,NO,1,Loyal,"Low Risk"
4097-YODCF,Male,0,34,103.8,NO,1,Established,"Low Risk"
4822-LPTYJ,Male,0,72,103.75,NO,1,Loyal,"Low Risk"
8267-ZNYVZ,Female,0,33,103.75,YES,1,Established,"High Risk"
7251-LJBQN,Female,1,40,103.75,NO,1,Loyal,"Low Risk"
0862-PRCBS,Female,0,68,103.75,NO,1,Loyal,"Low Risk"
6646-QVXLR,Male,1,62,103.75,YES,1,Loyal,"High Risk"
3413-DHLPB,Male,0,60,103.75,NO,1,Loyal,"Low Risk"
0280-XJGEX,Male,0,49,103.7,YES,1,Loyal,"High Risk"
0036-IHMOT,Female,0,55,103.7,NO,1,Loyal,"Low Risk"
5136-KCKGI,Female,0,33,103.7,YES,1,Established,"High Risk"
1842-EZJMK,Male,0,50,103.7,YES,1,Loyal,"High Risk"
2750-BJLSB,Female,0,47,103.7,NO,1,Loyal,"Low Risk"
3932-IJWDZ,Male,0,45,103.65,NO,1,Loyal,"Low Risk"
6749-UTDVX,Male,0,72,103.65,NO,1,Loyal,"Low Risk"
2832-KJCRD,Female,0,38,103.65,NO,1,Loyal,"Low Risk"
3005-TYFRD,Female,0,55,103.65,NO,1,Loyal,"Low Risk"
9129-UXERG,Female,1,18,103.6,NO,1,Established,"Low Risk"
7426-GSWPO,Male,1,64,103.5,NO,1,Loyal,"Low Risk"
1035-IPQPU,Female,1,63,103.5,NO,1,Loyal,"Low Risk"
4298-OYIFC,Male,0,15,103.45,NO,1,Established,"Low Risk"
9801-GDWGV,Female,0,39,103.45,YES,1,Loyal,"High Risk"
7774-OJSXI,Male,0,31,103.45,YES,1,Established,"High Risk"
1343-EHPYB,Male,0,63,103.4,YES,1,Loyal,"High Risk"
8809-RIHDD,Male,0,72,103.4,YES,1,Loyal,"High Risk"
4816-OKWNX,Male,0,50,103.4,NO,1,Loyal,"Low Risk"
7089-IVVAZ,Female,0,8,103.35,YES,1,New,"High Risk"
8715-KKTFG,Female,0,61,103.3,NO,1,Loyal,"Low Risk"
2357-COQEK,Female,1,28,103.3,YES,1,Established,"High Risk"
5449-FIBXJ,Male,0,19,103.3,YES,1,Established,"High Risk"
9625-QNLUX,Male,0,68,103.25,NO,1,Loyal,"Low Risk"
2239-JALAW,Male,0,58,103.25,YES,1,Loyal,"High Risk"
4800-CZMPC,Female,0,48,103.25,YES,1,Loyal,"High Risk"
6766-HFKLA,Female,0,56,103.2,NO,1,Loyal,"Low Risk"
2530-FMFXO,Male,0,56,103.2,NO,1,Loyal,"Low Risk"
2234-XADUH,Female,0,72,103.2,NO,1,Loyal,"Low Risk"
5696-CEIQJ,Male,0,67,103.15,NO,1,Loyal,"Low Risk"
1442-OKRJE,Male,0,66,103.15,NO,1,Loyal,"Low Risk"
4832-VRBMR,Male,1,65,103.15,NO,1,Loyal,"Low Risk"
7047-FWEYA,Female,0,46,103.15,NO,1,Loyal,"Low Risk"
7975-TZMLR,Male,0,47,103.1,NO,1,Loyal,"Low Risk"
2018-PZKMU,Male,0,9,103.1,NO,1,New,"Medium Risk"
3086-RUCRN,Female,0,66,103.1,NO,1,Loyal,"Low Risk"
4188-FRABG,Male,0,57,103.05,NO,1,Loyal,"Low Risk"
4062-HBMOS,Male,0,52,103.05,NO,1,Loyal,"Low Risk"
2931-XIQBR,Female,0,50,103.05,NO,1,Loyal,"Low Risk"
8133-ANHHJ,Female,1,49,103,NO,1,Loyal,"Low Risk"
7142-HVGBG,Male,1,43,103,YES,1,Loyal,"High Risk"
0639-TSIQW,Female,0,67,102.95,YES,1,Loyal,"High Risk"
4550-VBOFE,Male,1,70,102.95,YES,1,Loyal,"High Risk"
2034-CGRHZ,Male,1,24,102.95,YES,1,Established,"High Risk"
4199-QHJNM,Male,1,67,102.9,NO,1,Loyal,"Low Risk"
7134-MJPDY,Female,1,66,102.85,NO,1,Loyal,"Low Risk"
4658-HCOHW,Female,0,21,102.8,YES,1,Established,"High Risk"
6402-ZFPPI,Female,1,25,102.8,YES,1,Established,"High Risk"
4983-CLMLV,Female,0,52,102.7,NO,1,Loyal,"Low Risk"
2878-RMWXY,Male,1,72,102.65,NO,1,Loyal,"Low Risk"
3352-ALMCK,Male,0,40,102.65,NO,1,Loyal,"Low Risk"
2439-LYPMQ,Male,1,38,102.6,NO,1,Loyal,"Low Risk"
2019-HDCZY,Male,0,63,102.6,NO,1,Loyal,"Low Risk"
3058-HJCUY,Male,0,41,102.6,YES,1,Loyal,"High Risk"
9547-ITEFG,Male,0,9,102.6,NO,1,New,"Medium Risk"
0365-BZUWY,Male,0,17,102.55,NO,1,Established,"Low Risk"
9432-RUVSL,Female,0,48,102.5,NO,1,Loyal,"Low Risk"
0330-BGYZE,Male,0,60,102.5,NO,1,Loyal,"Low Risk"
1347-KTTTA,Male,0,64,102.45,NO,1,Loyal,"Low Risk"
6097-EQISJ,Female,0,66,102.45,YES,1,Loyal,"High Risk"
7181-BQYBV,Female,0,1,102.45,YES,1,New,"High Risk"
7233-DRTRF,Male,0,63,102.4,NO,1,Loyal,"Low Risk"
0201-MIBOL,Female,1,66,102.4,NO,1,Loyal,"Low Risk"
0520-FDVVT,Male,0,35,102.35,YES,1,Established,"High Risk"
0871-URUWO,Male,0,13,102.25,YES,1,Established,"High Risk"
0481-SUMCB,Female,1,45,102.15,NO,1,Loyal,"Low Risk"
9076-AXYIK,Male,1,64,102.1,NO,1,Loyal,"Low Risk"
0348-SDKOL,Female,0,58,102.1,YES,1,Loyal,"High Risk"
6999-CHVCF,Male,0,68,102.1,NO,1,Loyal,"Low Risk"
8979-CAMGB,Male,1,64,102.1,NO,1,Loyal,"Low Risk"
1465-VINDH,Female,0,10,102.1,YES,1,New,"High Risk"
4238-JSSWH,Female,1,35,102.05,NO,1,Established,"Low Risk"
6688-UZPWD,Female,0,11,102,YES,1,New,"High Risk"
5445-PZWGX,Male,0,62,102,YES,1,Loyal,"High Risk"
8884-ADFVN,Male,1,7,101.95,YES,1,New,"High Risk"
0402-CQAJN,Female,0,37,101.9,YES,1,Loyal,"High Risk"
9323-HGFWY,Female,0,27,101.9,NO,1,Established,"Low Risk"
4676-MQUEA,Male,1,50,101.9,NO,1,Loyal,"Low Risk"
6967-QIQRV,Male,0,15,101.9,NO,1,Established,"Low Risk"
7056-IMHCC,Male,1,53,101.9,YES,1,Loyal,"High Risk"
2474-BRUCM,Male,1,40,101.85,YES,1,Loyal,"High Risk"
3629-ZNKXA,Male,1,17,101.8,NO,1,Established,"Low Risk"
8903-WMRNW,Female,0,15,101.75,NO,1,Established,"Low Risk"
2623-DRYAM,Female,0,70,101.75,NO,1,Loyal,"Low Risk"
1723-HKXJQ,Male,0,42,101.75,YES,1,Loyal,"High Risk"
0702-PGIBZ,Male,0,4,101.7,YES,1,New,"High Risk"
0580-PIQHM,Female,0,41,101.6,NO,1,Loyal,"Low Risk"
5628-RKIFK,Female,1,49,101.55,NO,1,Loyal,"Low Risk"
5299-SJCZT,Male,0,3,101.55,YES,1,New,"High Risk"
0406-BPDVR,Female,1,54,101.5,YES,1,Loyal,"High Risk"
8118-TJAFG,Male,0,9,101.5,NO,1,New,"Medium Risk"
